date,park,time,courts,applications,ratio
20221001,日比谷公園,900-1100,5,54,10.8
20221002,日比谷公園,900-1100,5,82,16.4
20221004,日比谷公園,900-1100,5,9,1.8
20221005,日比谷公園,900-1100,5,15,3.0
20221006,日比谷公園,900-1100,5,19,3.8
20221007,日比谷公園,900-1100,5,13,2.6
20221001,日比谷公園,1100-1300,5,53,10.6
20221002,日比谷公園,1100-1300,5,89,17.8
20221003,日比谷公園,1100-1300,5,11,2.2
20221004,日比谷公園,1100-1300,5,2,0.4
20221005,日比谷公園,1100-1300,5,45,9.0
20221006,日比谷公園,1100-1300,5,37,7.4
20221007,日比谷公園,1100-1300,5,25,5.0
20221001,日比谷公園,1300-1500,5,56,11.2
20221002,日比谷公園,1300-1500,5,75,15.0
20221003,日比谷公園,1300-1500,5,11,2.2
20221004,日比谷公園,1300-1500,5,35,7.0
20221005,日比谷公園,1300-1500,5,27,5.4
20221006,日比谷公園,1300-1500,5,30,6.0
20221007,日比谷公園,1300-1500,5,19,3.8
20221001,日比谷公園,1500-1700,5,71,14.2
20221002,日比谷公園,1500-1700,5,75,15.0
20221003,日比谷公園,1500-1700,5,6,1.2
20221004,日比谷公園,1500-1700,5,13,2.6
20221005,日比谷公園,1500-1700,5,6,1.2
20221006,日比谷公園,1500-1700,5,13,2.6
20221007,日比谷公園,1500-1700,5,20,4.0
20221001,日比谷公園,1700-1900,5,35,7.0
20221002,日比谷公園,1700-1900,5,44,8.8
20221003,日比谷公園,1700-1900,5,8,1.6
20221004,日比谷公園,1700-1900,5,8,1.6
20221005,日比谷公園,1700-1900,5,10,2.0
20221006,日比谷公園,1700-1900,5,6,1.2
20221007,日比谷公園,1700-1900,5,5,1.0
20221001,日比谷公園,1900-2100,5,23,4.6
20221002,日比谷公園,1900-2100,5,19,3.8
20221003,日比谷公園,1900-2100,5,23,4.6
20221004,日比谷公園,1900-2100,5,27,5.4
20221005,日比谷公園,1900-2100,5,27,5.4
20221006,日比谷公園,1900-2100,5,36,7.2
20221007,日比谷公園,1900-2100,5,43,8.6
20221008,日比谷公園,900-1100,5,71,14.2
20221009,日比谷公園,900-1100,5,146,29.2
20221010,日比谷公園,900-1100,5,93,18.6
20221011,日比谷公園,900-1100,5,10,2.0
20221012,日比谷公園,900-1100,5,16,3.2
20221013,日比谷公園,900-1100,5,25,5.0
20221014,日比谷公園,900-1100,5,17,3.4
20221008,日比谷公園,1100-1300,5,74,14.8
20221009,日比谷公園,1100-1300,5,76,15.2
20221010,日比谷公園,1100-1300,5,85,17.0
20221011,日比谷公園,1100-1300,5,15,3.0
20221012,日比谷公園,1100-1300,5,81,16.2
20221013,日比谷公園,1100-1300,5,33,6.6
20221014,日比谷公園,1100-1300,5,23,4.6
20221008,日比谷公園,1300-1500,5,62,12.4
20221009,日比谷公園,1300-1500,5,83,16.6
20221010,日比谷公園,1300-1500,5,86,17.2
20221011,日比谷公園,1300-1500,5,36,7.2
20221012,日比谷公園,1300-1500,5,74,14.8
20221013,日比谷公園,1300-1500,5,37,7.4
20221014,日比谷公園,1300-1500,5,9,1.8
20221008,日比谷公園,1500-1700,5,71,14.2
20221009,日比谷公園,1500-1700,5,106,21.2
20221010,日比谷公園,1500-1700,5,58,11.6
20221011,日比谷公園,1500-1700,5,13,2.6
20221012,日比谷公園,1500-1700,5,4,0.8
20221013,日比谷公園,1500-1700,5,7,1.4
20221014,日比谷公園,1500-1700,5,6,1.2
20221008,日比谷公園,1700-1900,5,43,8.6
20221009,日比谷公園,1700-1900,5,48,9.6
20221010,日比谷公園,1700-1900,5,36,7.2
20221011,日比谷公園,1700-1900,5,7,1.4
20221012,日比谷公園,1700-1900,5,45,9.0
20221013,日比谷公園,1700-1900,5,6,1.2
20221014,日比谷公園,1700-1900,5,18,3.6
20221008,日比谷公園,1900-2100,5,29,5.8
20221009,日比谷公園,1900-2100,5,20,4.0
20221010,日比谷公園,1900-2100,5,23,4.6
20221011,日比谷公園,1900-2100,5,28,5.6
20221012,日比谷公園,1900-2100,5,53,10.6
20221013,日比谷公園,1900-2100,5,31,6.2
20221014,日比谷公園,1900-2100,5,59,11.8
20221015,日比谷公園,900-1100,5,51,10.2
20221016,日比谷公園,900-1100,5,113,22.6
20221018,日比谷公園,900-1100,5,11,2.2
20221019,日比谷公園,900-1100,5,16,3.2
20221020,日比谷公園,900-1100,5,18,3.6
20221021,日比谷公園,900-1100,5,12,2.4
20221015,日比谷公園,1100-1300,5,66,13.2
20221016,日比谷公園,1100-1300,5,119,23.8
20221017,日比谷公園,1100-1300,5,12,2.4
20221018,日比谷公園,1100-1300,5,39,7.8
20221019,日比谷公園,1100-1300,5,69,13.8
20221020,日比谷公園,1100-1300,5,42,8.4
20221021,日比谷公園,1100-1300,5,27,5.4
20221015,日比谷公園,1300-1500,5,80,16.0
20221016,日比谷公園,1300-1500,5,112,22.4
20221017,日比谷公園,1300-1500,5,3,0.6
20221018,日比谷公園,1300-1500,5,31,6.2
20221019,日比谷公園,1300-1500,5,56,11.2
20221020,日比谷公園,1300-1500,5,47,9.4
20221021,日比谷公園,1300-1500,5,18,3.6
20221015,日比谷公園,1500-1700,5,86,17.2
20221016,日比谷公園,1500-1700,5,100,20.0
20221017,日比谷公園,1500-1700,5,4,0.8
20221018,日比谷公園,1500-1700,5,20,4.0
20221019,日比谷公園,1500-1700,5,6,1.2
20221020,日比谷公園,1500-1700,5,17,3.4
20221021,日比谷公園,1500-1700,5,17,3.4
20221015,日比谷公園,1700-1900,5,36,7.2
20221016,日比谷公園,1700-1900,5,25,5.0
20221017,日比谷公園,1700-1900,5,9,1.8
20221018,日比谷公園,1700-1900,5,22,4.4
20221019,日比谷公園,1700-1900,5,27,5.4
20221020,日比谷公園,1700-1900,5,15,3.0
20221021,日比谷公園,1700-1900,5,18,3.6
20221015,日比谷公園,1900-2100,5,29,5.8
20221016,日比谷公園,1900-2100,5,23,4.6
20221017,日比谷公園,1900-2100,5,21,4.2
20221018,日比谷公園,1900-2100,5,37,7.4
20221019,日比谷公園,1900-2100,5,57,11.4
20221020,日比谷公園,1900-2100,5,45,9.0
20221021,日比谷公園,1900-2100,5,37,7.4
20221022,日比谷公園,900-1100,5,96,19.2
20221024,日比谷公園,900-1100,5,6,1.2
20221025,日比谷公園,900-1100,5,14,2.8
20221026,日比谷公園,900-1100,5,19,3.8
20221027,日比谷公園,900-1100,5,27,5.4
20221028,日比谷公園,900-1100,5,12,2.4
20221022,日比谷公園,1100-1300,5,75,15.0
20221024,日比谷公園,1100-1300,5,13,2.6
20221025,日比谷公園,1100-1300,5,55,11.0
20221026,日比谷公園,1100-1300,5,47,9.4
20221027,日比谷公園,1100-1300,5,37,7.4
20221028,日比谷公園,1100-1300,5,31,6.2
20221022,日比谷公園,1300-1500,5,95,19.0
20221024,日比谷公園,1300-1500,5,9,1.8
20221025,日比谷公園,1300-1500,5,29,5.8
20221026,日比谷公園,1300-1500,5,40,8.0
20221027,日比谷公園,1300-1500,5,33,6.6
20221028,日比谷公園,1300-1500,5,9,1.8
20221022,日比谷公園,1500-1700,5,76,15.2
20221024,日比谷公園,1500-1700,5,8,1.6
20221025,日比谷公園,1500-1700,5,26,5.2
20221026,日比谷公園,1500-1700,5,3,0.6
20221027,日比谷公園,1500-1700,5,15,3.0
20221028,日比谷公園,1500-1700,5,13,2.6
20221022,日比谷公園,1700-1900,5,39,7.8
20221023,日比谷公園,1700-1900,5,37,7.4
20221024,日比谷公園,1700-1900,5,35,7.0
20221025,日比谷公園,1700-1900,5,4,0.8
20221026,日比谷公園,1700-1900,5,9,1.8
20221027,日比谷公園,1700-1900,5,17,3.4
20221028,日比谷公園,1700-1900,5,14,2.8
20221022,日比谷公園,1900-2100,5,27,5.4
20221023,日比谷公園,1900-2100,5,20,4.0
20221024,日比谷公園,1900-2100,5,41,8.2
20221025,日比谷公園,1900-2100,5,37,7.4
20221026,日比谷公園,1900-2100,5,45,9.0
20221027,日比谷公園,1900-2100,5,44,8.8
20221028,日比谷公園,1900-2100,5,38,7.6
20221029,日比谷公園,900-1100,5,46,9.2
20221030,日比谷公園,900-1100,5,109,21.8
20221029,日比谷公園,1100-1300,5,68,13.6
20221030,日比谷公園,1100-1300,5,126,25.2
20221031,日比谷公園,1100-1300,5,8,1.6
20221029,日比谷公園,1300-1500,5,69,13.8
20221030,日比谷公園,1300-1500,5,127,25.4
20221031,日比谷公園,1300-1500,5,39,7.8
20221029,日比谷公園,1500-1700,5,73,14.6
20221030,日比谷公園,1500-1700,5,121,24.2
20221031,日比谷公園,1500-1700,5,7,1.4
20221029,日比谷公園,1700-1900,5,43,8.6
20221030,日比谷公園,1700-1900,5,37,7.4
20221031,日比谷公園,1700-1900,5,24,4.8
20221029,日比谷公園,1900-2100,5,27,5.4
20221030,日比谷公園,1900-2100,5,35,7.0
20221031,日比谷公園,1900-2100,5,17,3.4
